Model,Dataset,Building,Abs_Error
VMD_Optuna_TCN,cross,Hog,0.48971903300285646
VMD_Optuna_TCN,cross,Hog,0.1363851514458645
VMD_Optuna_TCN,cross,Hog,1.2625926973819759
VMD_Optuna_TCN,cross,Hog,0.3849347937107126
VMD_Optuna_TCN,cross,Hog,1.663452184639894
VMD_Optuna_TCN,cross,Hog,0.7577755742073009
VMD_Optuna_TCN,cross,Hog,1.6332503930330518
VMD_Optuna_TCN,cross,Hog,1.4201831409931174
VMD_Optuna_TCN,cross,Hog,0.8685506631135951
VMD_Optuna_TCN,cross,Hog,0.470052100211376
VMD_Optuna_TCN,cross,Hog,0.7867684954404837
VMD_Optuna_TCN,cross,Hog,1.2225510147213967
VMD_Optuna_TCN,cross,Hog,0.8389206383228327
VMD_Optuna_TCN,cross,Hog,0.791153423011302
VMD_Optuna_TCN,cross,Hog,1.979336801305415
VMD_Optuna_TCN,cross,Hog,0.3987596251964547
VMD_Optuna_TCN,cross,Hog,0.38463987034558045
VMD_Optuna_TCN,cross,Hog,0.5788982303142518
VMD_Optuna_TCN,cross,Hog,0.19910221123694072
VMD_Optuna_TCN,cross,Hog,0.9542769854366782
VMD_Optuna_TCN,cross,Hog,0.8574138560295097
VMD_Optuna_TCN,cross,Hog,1.045382376551622
VMD_Optuna_TCN,cross,Hog,0.3647444604039194
VMD_Optuna_TCN,cross,Hog,1.3862307428121596
VMD_Optuna_TCN,cross,Hog,1.0247371590137462
VMD_Optuna_TCN,cross,Hog,0.5683142752647399
VMD_Optuna_TCN,cross,Hog,0.8832304434180287
VMD_Optuna_TCN,cross,Hog,1.7957605142593351
VMD_Optuna_TCN,cross,Hog,0.5780071808770302
VMD_Optuna_TCN,cross,Hog,1.2358562668561817
VMD_Optuna_TCN,cross,Hog,0.28760324156284867
VMD_Optuna_TCN,cross,Hog,0.7076059216037294
VMD_Optuna_TCN,cross,Hog,2.142591696023935
VMD_Optuna_TCN,cross,Hog,1.0681749633848696
VMD_Optuna_TCN,cross,Hog,1.7571346827410181
VMD_Optuna_TCN,cross,Hog,1.7486462171114994
VMD_Optuna_TCN,cross,Hog,0.5379448458850362
VMD_Optuna_TCN,cross,Hog,1.4880951317921216
VMD_Optuna_TCN,cross,Hog,0.36996579071507085
VMD_Optuna_TCN,cross,Hog,0.5822387982979293
VMD_Optuna_TCN,cross,Hog,0.04957523137889552
VMD_Optuna_TCN,cross,Hog,0.1721097646951648
VMD_Optuna_TCN,cross,Hog,0.05736624398082313
VMD_Optuna_TCN,cross,Hog,0.3911975735351447
VMD_Optuna_TCN,cross,Hog,0.09429161360861116
VMD_Optuna_TCN,cross,Hog,0.05431139053404621
VMD_Optuna_TCN,cross,Hog,0.019394111633303623
VMD_Optuna_TCN,cross,Hog,0.11452767049707546
VMD_Optuna_TCN,cross,Hog,0.9023318998888143
VMD_Optuna_TCN,cross,Hog,0.9224791844151881
VMD_Optuna_TCN,cross,Hog,0.7994902211129542
VMD_Optuna_TCN,cross,Hog,0.9992076081931529
VMD_Optuna_TCN,cross,Hog,0.9589777484536199
VMD_Optuna_TCN,cross,Hog,1.0215328594222655
VMD_Optuna_TCN,cross,Hog,1.1911410417854782
VMD_Optuna_TCN,cross,Hog,2.7041574130952384
VMD_Optuna_TCN,cross,Hog,1.8470099286865462
VMD_Optuna_TCN,cross,Hog,2.667390841186034
VMD_Optuna_TCN,cross,Hog,0.7951209386289122
VMD_Optuna_TCN,cross,Hog,1.498512597024444
VMD_Optuna_TCN,cross,Hog,1.6975914779901515
VMD_Optuna_TCN,cross,Hog,2.323632909953595
VMD_Optuna_TCN,cross,Hog,1.9690463776255527
VMD_Optuna_TCN,cross,Hog,1.492387025237086
VMD_Optuna_TCN,cross,Hog,2.01842792695016
VMD_Optuna_TCN,cross,Hog,1.4968344185352294
VMD_Optuna_TCN,cross,Hog,1.7578584053516266
VMD_Optuna_TCN,cross,Hog,1.8375871127843837
VMD_Optuna_TCN,cross,Hog,0.611861641809341
VMD_Optuna_TCN,cross,Hog,2.2684375550895908
VMD_Optuna_TCN,cross,Hog,0.8856942460537027
VMD_Optuna_TCN,cross,Hog,2.657758488003168
VMD_Optuna_TCN,cross,Hog,1.980944359540942
VMD_Optuna_TCN,cross,Hog,1.134014442563057
VMD_Optuna_TCN,cross,Hog,0.14874303960797874
VMD_Optuna_TCN,cross,Hog,0.4786623151302365
VMD_Optuna_TCN,cross,Hog,0.6225633396208252
VMD_Optuna_TCN,cross,Hog,0.7333487987518339
VMD_Optuna_TCN,cross,Hog,1.619218665599817
VMD_Optuna_TCN,cross,Hog,0.7414636089801547
VMD_Optuna_TCN,cross,Hog,0.007412019491198407
VMD_Optuna_TCN,cross,Hog,0.75055121445655
VMD_Optuna_TCN,cross,Hog,0.8598113031387271
VMD_Optuna_TCN,cross,Hog,0.38681592702865686
VMD_Optuna_TCN,cross,Hog,0.6394410545825977
VMD_Optuna_TCN,cross,Hog,0.33115075898169266
VMD_Optuna_TCN,cross,Hog,0.9609444097578503
VMD_Optuna_TCN,cross,Hog,0.6080098702907435
VMD_Optuna_TCN,cross,Hog,0.7207414846420264
VMD_Optuna_TCN,cross,Hog,0.4958643146753303
VMD_Optuna_TCN,cross,Hog,0.8937259676456435
VMD_Optuna_TCN,cross,Hog,0.477121572960165
VMD_Optuna_TCN,cross,Hog,0.9693528201580079
VMD_Optuna_TCN,cross,Hog,1.4196349764987843
VMD_Optuna_TCN,cross,Hog,1.506248026490212
VMD_Optuna_TCN,cross,Hog,1.8937732311487068
VMD_Optuna_TCN,cross,Hog,2.1925845763683327
VMD_Optuna_TCN,cross,Hog,1.2029136310517856
VMD_Optuna_TCN,cross,Hog,0.2890925554037125
VMD_Optuna_TCN,cross,Hog,0.09821055090429809
VMD_Optuna_TCN,cross,Hog,0.20405107212441465
VMD_Optuna_TCN,cross,Hog,0.42611334072053353
VMD_Optuna_TCN,cross,Hog,0.38855914026498795
VMD_Optuna_TCN,cross,Hog,0.8537699131071577
VMD_Optuna_TCN,cross,Hog,0.4260633721500682
VMD_Optuna_TCN,cross,Hog,0.4590515576005032
VMD_Optuna_TCN,cross,Hog,1.5779365881681429
VMD_Optuna_TCN,cross,Hog,0.4413529838919601
VMD_Optuna_TCN,cross,Hog,0.7885516246557245
VMD_Optuna_TCN,cross,Hog,0.342571101397283
VMD_Optuna_TCN,cross,Hog,1.6807774759531071
VMD_Optuna_TCN,cross,Hog,0.2598743202239291
VMD_Optuna_TCN,cross,Hog,0.1486235308051107
VMD_Optuna_TCN,cross,Hog,0.3202322021424777
VMD_Optuna_TCN,cross,Hog,0.25363673156499544
VMD_Optuna_TCN,cross,Hog,1.0336290264129673
VMD_Optuna_TCN,cross,Hog,0.08675504483282737
VMD_Optuna_TCN,cross,Hog,0.370608698308466
VMD_Optuna_TCN,cross,Hog,0.686400186240661
VMD_Optuna_TCN,cross,Hog,0.5637096251547362
VMD_Optuna_TCN,cross,Hog,0.9178807328864949
VMD_Optuna_TCN,cross,Hog,0.6437556862123301
VMD_Optuna_TCN,cross,Hog,0.44189142726361297
VMD_Optuna_TCN,cross,Hog,0.14361860638857138
VMD_Optuna_TCN,cross,Hog,1.3582819457054143
VMD_Optuna_TCN,cross,Hog,0.21037765312195233
VMD_Optuna_TCN,cross,Hog,0.7690127945542571
VMD_Optuna_TCN,cross,Hog,0.5926868102550742
VMD_Optuna_TCN,cross,Hog,0.1279300183653902
VMD_Optuna_TCN,cross,Hog,0.37221029496193125
VMD_Optuna_TCN,cross,Hog,0.8544551150165489
VMD_Optuna_TCN,cross,Hog,0.3606318777501585
VMD_Optuna_TCN,cross,Hog,0.575734302759173
VMD_Optuna_TCN,cross,Hog,0.196537492692471
VMD_Optuna_TCN,cross,Hog,0.39790040403604365
VMD_Optuna_TCN,cross,Hog,0.942993480026729
VMD_Optuna_TCN,cross,Hog,0.7474824984073649
VMD_Optuna_TCN,cross,Hog,0.8452691357731794
VMD_Optuna_TCN,cross,Hog,0.5412102686166733
VMD_Optuna_TCN,cross,Hog,0.1260310806250189
VMD_Optuna_TCN,cross,Hog,0.029093695759776494
VMD_Optuna_TCN,cross,Hog,0.6853745591640461
VMD_Optuna_TCN,cross,Hog,0.1206304914951204
