Model,Epoch,Train_Loss,Val_Loss,Best_Val_Loss,Saved_Best,Learning_Rate,Seed
VMD_TCN,1,0.6041524436802976,0.46228336609049775,0.46228336609049775,1,0.0001,42
VMD_TCN,2,0.5378911827808301,0.41944855814452475,0.41944855814452475,1,0.0001,42
VMD_TCN,3,0.505011725689224,0.3987872373621739,0.3987872373621739,1,0.0001,42
VMD_TCN,4,0.48792777420901573,0.3885515516537189,0.3885515516537189,1,0.0001,42
VMD_TCN,5,0.4771234295841864,0.37862903958739896,0.37862903958739896,1,0.0001,42
VMD_TCN,6,0.4695576573065367,0.3739005784376834,0.3739005784376834,1,0.0001,42
VMD_TCN,7,0.4633953055356776,0.3695407478268935,0.3695407478268935,1,0.0001,42
VMD_TCN,8,0.458423410217125,0.3662090250651043,0.3662090250651043,1,0.0001,42
VMD_TCN,9,0.4545472871201852,0.3632945682907527,0.3632945682907527,1,0.0001,42
VMD_TCN,10,0.45133066568186586,0.3611813434188964,0.3611813434188964,1,0.0001,42
VMD_TCN,11,0.4483602329846274,0.35878774695568566,0.35878774695568566,1,0.0001,42
VMD_TCN,12,0.4461794394845861,0.3571367187621088,0.3571367187621088,1,0.0001,42
VMD_TCN,13,0.44372154800156616,0.3560322150368059,0.3560322150368059,1,0.0001,42
VMD_TCN,14,0.4417196084597534,0.35443424237809873,0.35443424237809873,1,0.0001,42
VMD_TCN,15,0.43978954677892346,0.35408436361709306,0.35408436361709306,1,0.0001,42
VMD_TCN,16,0.4382864678541813,0.3516229808253809,0.3516229808253809,1,0.0001,42
VMD_TCN,17,0.43667444078291684,0.35156817713330457,0.35156817713330457,1,0.0001,42
VMD_TCN,18,0.4357060244847497,0.3511635142062591,0.3511635142062591,1,0.0001,42
VMD_TCN,19,0.43394209836023934,0.35036774584344377,0.35036774584344377,1,0.0001,42
VMD_TCN,20,0.4327856658036958,0.3488025509816736,0.3488025509816736,1,0.0001,42
VMD_TCN,21,0.43155083121361965,0.34800260690244034,0.34800260690244034,1,0.0001,42
VMD_TCN,22,0.43080659946581057,0.3482071039498522,0.34800260690244034,0,0.0001,42
VMD_TCN,23,0.4295669941091807,0.34770875556682546,0.34770875556682546,1,0.0001,42
VMD_TCN,24,0.4287194378888497,0.34650167633982626,0.34650167633982626,1,0.0001,42
VMD_TCN,25,0.4278766771425334,0.3461188720852944,0.3461188720852944,1,0.0001,42
